track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,ax,ay
P1,0,0.0,pedestrain,19.400781213106736,27.695668865900497,0.016254603571262183,-0.16792485128294693,0.008652902247500146,0.11877918633045743
P1,1,100.10010010010011,pedestrain,19.403032184995013,27.680575104062566,0.016995502968352606,-0.15555857320552663,0.007651848431046644,0.12258713166083486
P1,2,200.20020020020021,pedestrain,19.40585289464931,27.67330218502792,0.01729513786267501,-0.1415137529007466,0.004402167280677662,0.13494871298480737
P1,3,300.3003003003003,pedestrain,19.40691655518815,27.666854760683798,0.01644252756359326,-0.1252255328725829,-0.0031752577987668746,0.151236162394442
P1,4,400.40040040040043,pedestrain,19.40630994845701,27.66410668603834,0.013889186964453048,-0.10720460650733703,-0.014457035735560914,0.16578148172860183
P1,5,500.5005005005005,pedestrain,19.404849171332437,27.66215547986708,0.009859729617592669,-0.08946792293541318,-0.026067595515362082,0.17091587209776105
P1,6,600.6006006006006,pedestrain,19.403676883605065,27.65833932021065,0.00514100376341646,-0.07413162053852326,-0.034819427626981994,0.16356211883926527
P1,7,700.7007007007007,pedestrain,19.402855505484716,27.656201825573735,0.00023643287542797877,-0.061668609196842986,-0.04042940991805572,0.14810726990028628
P1,8,800.8008008008009,pedestrain,19.40186714341478,27.65381933098905,-0.004897830801826075,-0.05250192306085926,-0.044627855547227854,0.1262559188711792
P1,9,900.900900900901,pedestrain,19.399164852491772,27.648065714426497,-0.010624029555772841,-0.04682051795204155,-0.049453643368447944,0.09958903814008686
P1,10,1001.001001001001,pedestrain,19.390094175656447,27.64280358655625,-0.016970428190754047,-0.04355555383850757,-0.05480967535575236,0.07386970521844816
P1,11,1101.101101101101,pedestrain,19.38388579255269,27.637494394881298,-0.0216403996006164,-0.04189776005789945,-0.05166594136370683,0.05178196687297267
P1,12,1201.2012012012012,pedestrain,19.38311683171363,27.630351770778475,-0.02325316422988142,-0.04107956753085533,-0.037914356303622734,0.034915367746077036
P1,13,1301.3013013013015,pedestrain,19.392251671609525,27.62567261262725,-0.022295846417340087,-0.03957732923035533,-0.019506752909889492,0.027196866575332695
P1,14,1401.4014014014015,pedestrain,19.399583278911418,27.622658767684037,-0.02321544471199491,-0.036597277029118025,-0.015500501235665792,0.02819604725249873
P1,15,1501.5015015015015,pedestrain,19.401139442564208,27.618990887472123,-0.03065093663716039,-0.031737673038576386,-0.038330137264310546,0.03610034256747713
P1,16,1601.6016016016017,pedestrain,19.393382739582087,27.620668496852968,-0.04839460806504473,-0.02395043669358817,-0.09229149886663117,0.052294735047483845
P1,17,1701.7017017017017,pedestrain,19.36847300907799,27.62001668606484,-0.07851844134470894,-0.013682250102724145,-0.17332133175597736,0.0718232589415786
P1,18,1801.801801801802,pedestrain,19.325931619606116,27.619473749910988,-0.11857605764332917,0.00015199438130045553,-0.2614096104583339,0.09759916619500497
