trackId,initialFrame,finalFrame,Frame_nums,width,length,class,CrossType,Signal_Violation_Behavior,,,,
490,9553,9628,76,1.738303851,4.342995912,car,RightTurn,No violation of traffic lights,,,,
492,9577,9784,208,0.69426244,1.643463733,bicycle,RightTurn,No violation of traffic lights,,,,
497,9658,9802,145,0.720949467,1.707519875,bicycle,RightTurn,No violation of traffic lights,,,,
498,9659,9789,131,0.714333975,1.836902637,bicycle,RightTurn,No violation of traffic lights,,,,
499,9761,9840,80,1.728820707,4.175230405,car,RightTurn,No violation of traffic lights,,,,
503,9796,9932,137,1.831480272,4.71113722,car,RightTurn,No violation of traffic lights,,,,
515,10002,10069,68,1.656714172,4.282282657,car,RightTurn,No violation of traffic lights,,,,
517,10059,10132,74,1.724665032,4.590456381,car,RightTurn,No violation of traffic lights,,,,
521,10097,10172,76,1.695322955,4.283364541,car,RightTurn,No violation of traffic lights,,,,
523,10134,10196,63,1.703646044,4.566823071,car,RightTurn,No violation of traffic lights,,,,
524,10174,10243,70,1.69520273,4.580886208,car,RightTurn,No violation of traffic lights,,,,
525,10192,10347,156,0.55182417,1.186443415,motorcycle,RightTurn,No violation of traffic lights,,,,
526,10192,10288,97,1.711145908,4.269478821,car,RightTurn,No violation of traffic lights,,,,
531,10295,10402,108,0.649820111,1.641683378,motorcycle,RightTurn,No violation of traffic lights,,,,
532,10319,10424,106,1.862907969,4.697994523,car,RightTurn,No violation of traffic lights,,,,
535,10356,10420,65,0.826811605,1.585549436,motorcycle,RightTurn,No violation of traffic lights,,,,
541,10449,10569,121,0.854971901,1.651216042,motorcycle,RightTurn,No violation of traffic lights,,,,
544,10522,10589,68,1.896397398,4.987524953,car,RightTurn,No violation of traffic lights,,,,
545,10554,10640,87,0.760580777,1.826362344,motorcycle,RightTurn,No violation of traffic lights,,,,
550,10598,10700,103,0.758610662,1.904572653,motorcycle,RightTurn,No violation of traffic lights,,,,
557,10723,10989,267,1.105334561,2.465769037,tricycle,RightTurn,No violation of traffic lights,,,,
559,10798,10893,96,1.855072656,4.785449369,car,RightTurn,No violation of traffic lights,,,,
565,10848,10933,86,1.787589584,4.56606136,car,RightTurn,No violation of traffic lights,,,,
567,10931,11004,74,1.499659208,3.674412185,car,RightTurn,No violation of traffic lights,,,,
568,11014,11158,145,0.616676169,1.543929612,bicycle,RightTurn,No violation of traffic lights,,,,
569,11017,11079,63,1.760343325,4.71670134,car,RightTurn,No violation of traffic lights,,,,
573,11073,11156,84,1.213845417,2.165495008,tricycle,RightTurn,No violation of traffic lights,,,,
578,11252,11338,87,1.566992189,4.115211588,car,RightTurn,No violation of traffic lights,,,,
583,11329,11477,149,0.690431665,1.407278349,motorcycle,RightTurn,No violation of traffic lights,,,,
584,11331,11469,139,0.592965998,1.646816622,motorcycle,RightTurn,No violation of traffic lights,,,,
588,11406,11496,91,1.125464407,1.912152391,motorcycle,RightTurn,No violation of traffic lights,,,,
591,11479,11543,65,1.989314792,5.322520443,car,RightTurn,No violation of traffic lights,,,,
603,11800,11962,163,0.652626733,1.554616456,motorcycle,RightTurn,No violation of traffic lights,,,,
1,0,74,75,0.705789004,1.553263096,motorcycle,Others,No violation of traffic lights,,,,
2,0,50,51,0.807044811,1.685512995,motorcycle,Others,No violation of traffic lights,,,,
3,0,12004,12005,2.353193307,11.09989442,bus,Others,No violation of traffic lights,,,,
5,0,47,48,1.720602377,4.40823019,car,Others,No violation of traffic lights,,,,
7,0,9,10,1.866877749,4.512404464,car,Others,No violation of traffic lights,,,,
8,0,12004,12005,1.883106819,4.673165069,car,Others,No violation of traffic lights,,,,
107,1948,2122,175,0.762384116,1.482490825,bicycle,Others,No violation of traffic lights,,,,
160,2986,3193,208,0.636325848,1.472337238,bicycle,Others,No violation of traffic lights,,,,
178,3373,3873,501,0.722055162,1.868489164,motorcycle,Others,No violation of traffic lights,,,,
260,4950,5151,202,0.699456424,1.851969414,bicycle,Others,No violation of traffic lights,,,,
265,5060,5216,157,0.60708698,1.648857491,bicycle,Others,No violation of traffic lights,,,,
270,5315,5602,288,0.799333674,2.050074049,tricycle,Others,No violation of traffic lights,,,,
295,5750,5880,131,0.744512874,1.911033472,bicycle,Others,No violation of traffic lights,,,,
335,6563,6613,51,0.823869121,1.71967808,bicycle,Others,No violation of traffic lights,,,,
386,7317,7431,115,0.689512061,1.847021038,bicycle,Others,No violation of traffic lights,,,,
393,7501,7712,212,0.653102619,1.57542226,bicycle,Others,No violation of traffic lights,,,,
433,8446,8550,105,0.753885301,1.622269866,motorcycle,Others,No violation of traffic lights,,,,
449,8735,9271,537,0.825124022,1.529848312,motorcycle,Others,No violation of traffic lights,,,,
457,8890,9045,156,2.05170479,5.400438438,car,Others,No violation of traffic lights,,,,
470,9200,9412,213,0.785570788,2.035479779,tricycle,Others,No violation of traffic lights,,,,
493,9602,9869,268,0.518719257,1.347712219,bicycle,Others,No violation of traffic lights,,,,
593,11518,11998,481,1.807197501,4.909599519,car,Others,No violation of traffic lights,,,,
606,11948,12004,57,0.665715363,1.58422717,bicycle,Others,No violation of traffic lights,,,,
607,11951,12004,54,1.726600025,4.654133449,car,Others,No violation of traffic lights,,,,
608,11967,12004,38,0.918133934,1.936112486,tricycle,Others,No violation of traffic lights,,,,
609,11968,12004,37,0.769462278,1.542838289,bicycle,Others,No violation of traffic lights,,,,
610,11989,12004,16,1.737665792,4.047213217,car,Others,No violation of traffic lights,,,,
611,11992,12004,13,1.75259552,3.976924186,car,Others,No violation of traffic lights,,,,
