trackId,initialFrame,finalFrame,Frame_nums,width,length,class,CrossType,Signal_Violation_Behavior
234,5243,5713,471,1.790778043159724,4.776412925054893,car,StraightCross,No violation of traffic lights
235,5247,5343,97,0.9364662225948811,2.059186209424795,motorcycle,StraightCross,No violation of traffic lights
236,5250,5779,530,0.9756514187531871,1.5128829450334107,motorcycle,StraightCross,No violation of traffic lights
237,5259,5757,499,1.933901939446534,4.945045212455929,car,StraightCross,No violation of traffic lights
238,5274,5427,154,0.6551761083149528,1.6794366783205266,bicycle,StraightCross,No violation of traffic lights
243,5369,5548,180,0.6725372982524394,1.6135349570273143,bicycle,StraightCross,red-light running
244,5375,5580,206,0.6153036636149575,1.6331355182766598,bicycle,StraightCross,red-light running
246,5418,5506,89,0.7416138251664686,1.500569188688151,motorcycle,StraightCross,No violation of traffic lights
249,5487,5566,80,1.701042274914934,4.615822666959702,car,StraightCross,No violation of traffic lights
250,5502,5611,110,0.6407178482969669,1.615927818369949,motorcycle,StraightCross,No violation of traffic lights
252,5543,5618,76,1.7290598841594578,3.713542566484574,car,StraightCross,No violation of traffic lights
253,5574,5640,67,0.6888038679118388,1.5520210592978605,motorcycle,StraightCross,yellow-light running
254,5591,5730,140,0.782713178633917,1.8165606025845311,motorcycle,StraightCross,No violation of traffic lights
259,5758,5987,230,0.6697760460691194,1.5584970844073418,motorcycle,StraightCross,No violation of traffic lights
260,5759,5898,140,0.7976341945067164,1.6998568772524536,motorcycle,StraightCross,No violation of traffic lights
262,5778,5889,112,0.6533912671591933,1.4354796099391718,motorcycle,StraightCross,No violation of traffic lights
263,5811,5960,150,0.647013309901819,1.7357492009347737,bicycle,StraightCross,red-light running
264,5831,5991,161,0.6604425502752242,1.757251779250881,bicycle,StraightCross,red-light running
265,5860,6079,220,0.999751246686684,2.047145618603278,bicycle,StraightCross,yellow-light running
266,5875,6083,209,0.6090073263241947,1.5973467966474175,bicycle,StraightCross,red-light running
268,5904,6173,270,0.6843039747910317,1.6362369601312514,bicycle,StraightCross,No violation of traffic lights
269,5911,6431,521,1.99166555937104,5.0836093146528905,car,StraightCross,No violation of traffic lights
271,5927,5982,56,1.7387655964122717,4.1880063969002705,car,StraightCross,No violation of traffic lights
273,5939,6091,153,0.7292157155305116,1.6968837145018643,motorcycle,StraightCross,No violation of traffic lights
274,5950,6140,191,0.661418142348647,1.6102862151448432,motorcycle,StraightCross,red-light running
275,5953,6458,506,1.988578808174327,5.006009989295396,car,StraightCross,No violation of traffic lights
277,5985,6045,61,1.8924059005474319,4.7154473630639036,car,StraightCross,No violation of traffic lights
280,6074,6254,181,0.598913158516113,1.430014985479595,motorcycle,StraightCross,red-light running
283,6149,6281,133,0.6423614910077116,1.7215470054458808,bicycle,StraightCross,No violation of traffic lights
284,6245,6388,144,1.1522929605459242,2.3327774597280966,tricycle,StraightCross,red-light running
286,6348,7468,1121,0.7860600976683281,2.1460875921921043,motorcycle,StraightCross,No violation of traffic lights
287,6346,7468,1123,0.5599502304346662,1.7439010264546113,bicycle,StraightCross,No violation of traffic lights
289,6370,6479,110,1.8742134027065578,4.80852586413193,car,StraightCross,No violation of traffic lights
294,6418,6604,187,0.8086086998341695,1.6586432567293277,motorcycle,StraightCross,red-light running
300,6485,6902,418,0.6242827455613151,1.6614831023226528,bicycle,StraightCross,No violation of traffic lights
302,6521,6649,129,0.7106630778809835,1.5776014565092966,motorcycle,StraightCross,No violation of traffic lights
303,6556,6718,163,0.8822848201684187,1.452034508757838,motorcycle,StraightCross,No violation of traffic lights
305,6638,6707,70,0.6888856362990606,1.647108887557885,motorcycle,StraightCross,No violation of traffic lights
307,6675,6872,198,0.9025117029045778,2.0040615666006465,motorcycle,StraightCross,red-light running
308,6683,6771,89,0.7530278486840948,1.6192891597465293,motorcycle,StraightCross,No violation of traffic lights
310,6700,6769,70,0.6156451404123381,1.5417281609914042,motorcycle,StraightCross,No violation of traffic lights
312,6742,6874,133,1.3555694310284996,2.5273051552577175,tricycle,StraightCross,No violation of traffic lights
313,6741,6976,236,0.6596969277656576,1.4548908733359711,motorcycle,StraightCross,red-light running
314,6749,7049,301,0.6460147387053328,1.6324400593913426,bicycle,StraightCross,red-light running
319,6915,6967,53,1.7865927124194871,4.706221269747224,car,StraightCross,No violation of traffic lights
320,6937,7176,240,1.7136066318459233,4.354443203092968,car,StraightCross,No violation of traffic lights
321,6954,7149,196,1.716906070786255,4.539618220823503,car,StraightCross,No violation of traffic lights
324,6991,7146,156,0.6987686168093027,1.6383427758238165,motorcycle,StraightCross,No violation of traffic lights
326,7024,7222,199,0.6911243121922698,1.6068475332457859,bicycle,StraightCross,No violation of traffic lights
328,7062,7216,155,0.9448455825498351,2.1711405556015695,motorcycle,StraightCross,red-light running
330,7090,7401,312,1.8970912746204547,4.283599467168068,car,StraightCross,No violation of traffic lights
336,7303,7413,111,1.9155085418440996,4.808755863753872,car,StraightCross,No violation of traffic lights
